,Discipline,original_afiliacion,Gender,original_completo,Affiliation,Complete,Complete - Gender
1002,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
1003,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
1004,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
1005,Health Sci.,"UNIVERSIDAD AUTONOMA DE GUADALAJARA, A.C.",Female,False,,Incomplete,Incomplete - Female
1006,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
1007,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
1008,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
1009,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
1010,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1011,Economic Sci.,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,True,Category 3,Complete,Complete - Female
1012,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Male,True,Category 2,Complete,Complete - Male
1013,Economic Sci.,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",Male,True,Category 2,Complete,Complete - Male
1014,Health Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
1015,Engineering,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,False,,Incomplete,Incomplete - Female
1016,Engineering,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,True,Category 3,Complete,Complete - Female
1017,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,Category 2,Complete,Complete - Female
1018,Engineering,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,False,,Incomplete,Incomplete - Male
1019,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,,Incomplete,Incomplete - Female
1020,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
1021,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,,Incomplete,Incomplete - Male
1022,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Female,False,,Incomplete,Incomplete - Female
1023,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
1024,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
1025,Health Sci.,HOSPITAL GENERAL DR. MANUEL GEA GONZALEZ,Female,False,,Incomplete,Incomplete - Female
1026,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Male,True,Category 2,Complete,Complete - Male
1027,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Female,True,Category 2,Complete,Complete - Female
1028,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,False,,Incomplete,Incomplete - Female
1029,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Female,True,Category 2,Complete,Complete - Female
1030,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,,Incomplete,Incomplete - Female
1031,Economic Sci.,UNIVERSIDAD AUTONOMA DE NAYARIT,Male,False,,Incomplete,Incomplete - Male
1032,Engineering,UNIVERSIDAD ESTATAL DE SONORA,Female,False,,Incomplete,Incomplete - Female
1033,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
1034,Health Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Male,True,Category 2,Complete,Complete - Male
1035,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,,Incomplete,Incomplete - Female
1036,Health Sci.,UNIVERSIDAD AUTONOMA DE YUCATAN,Female,False,,Incomplete,Incomplete - Female
1037,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
1038,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Male,False,,Incomplete,Incomplete - Male
1039,Economic Sci.,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Female,True,Category 3,Complete,Complete - Female
1040,Economic Sci.,UNIVERSIDAD TECNOLOGICA DE ESCUINAPA,Female,False,,Incomplete,Incomplete - Female
1041,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
1042,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Male,True,,Incomplete,Incomplete - Male
1043,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,False,,Incomplete,Incomplete - Male
1044,Economic Sci.,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,Male,True,Category 2,Complete,Complete - Male
1045,Health Sci.,CLAUSTRO UNIVERSITARIO DE CHIHUAHUA,Male,True,Category 2,Complete,Complete - Male
1046,Health Sci.,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
1047,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Male,True,Category 3,Complete,Complete - Male
1048,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1049,Economic Sci.,UNIVERSIDAD TECNOLOGICA METROPOLITANA,Female,False,,Incomplete,Incomplete - Female
1050,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
1051,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1052,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Male,True,Category 3,Complete,Complete - Male
1053,Engineering,UNIVERSIDAD POLITECNICA DE PACHUCA,Male,True,Category 3,Complete,Complete - Male
1054,Health Sci.,INSTITUTO NACIONAL DE CANCEROLOGIA,Female,True,Category 2,Complete,Complete - Female
1055,Health Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Female,False,,Incomplete,Incomplete - Female
1056,Engineering,SECRETARIA DE ECONOMIA,Male,True,Category 2,Complete,Complete - Male
1057,Health Sci.,SECRETARIA DE SALUD,Male,True,Category 2,Complete,Complete - Male
1058,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,True,Category 3,Complete,Complete - Female
1059,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,False,,Incomplete,Incomplete - Male
1060,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
1061,Economic Sci.,UNIVERSIDAD DEL ISTMO,Male,False,,Incomplete,Incomplete - Male
1062,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Female,True,Category 3,Complete,Complete - Female
1063,Health Sci.,GOBIERNO DEL ESTADO DE COAHUILA,Female,True,Category 2,Complete,Complete - Female
1064,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
1065,Economic Sci.,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",Male,True,Category 2,Complete,Complete - Male
1066,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,,Incomplete,Incomplete - Female
1067,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,False,,Incomplete,Incomplete - Male
1068,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,True,Category 2,Complete,Complete - Male
1069,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
1070,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,Category 3,Complete,Complete - Female
1071,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Female,False,,Incomplete,Incomplete - Female
1072,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,False,,Incomplete,Incomplete - Male
1073,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,False,,Incomplete,Incomplete - Female
1074,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
1075,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
1076,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Male,True,Category 3,Complete,Complete - Male
1077,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Female,False,,Incomplete,Incomplete - Female
1078,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,False,,Incomplete,Incomplete - Female
1079,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,Male,True,Category 3,Complete,Complete - Male
1080,Economic Sci.,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS Y PECUARIA",Female,True,Category 2,Complete,Complete - Female
1081,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Male,False,,Incomplete,Incomplete - Male
1082,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
1083,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
1084,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,True,Category 3,Complete,Complete - Female
1085,Engineering,"PROMOTORA TECNICA INDUSTRIAL, S.A. DE C.V.",Male,False,,Incomplete,Incomplete - Male
1086,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,False,,Incomplete,Incomplete - Female
1087,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
1088,Economic Sci.,UNIVERSIDAD AUTONOMA DEL CARMEN,Male,True,Category 3,Complete,Complete - Male
1089,Engineering,UNIVERSIDAD PANAMERICANA,Male,False,,Incomplete,Incomplete - Male
1090,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Male,True,Category 3,Complete,Complete - Male
1091,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
1092,Health Sci.,"FUNDACION MEXICANA PARA LA SALUD, A.C.",Female,False,,Incomplete,Incomplete - Female
1093,Economic Sci.,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,Female,True,Category 3,Complete,Complete - Female
1094,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,True,Category 3,Complete,Complete - Female
1095,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
1096,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
1097,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
1098,Economic Sci.,UNIVERSIDAD VERACRUZANA,Male,False,,Incomplete,Incomplete - Male
1099,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Male,True,Category 2,Complete,Complete - Male
1100,Engineering,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Male,True,Category 2,Complete,Complete - Male
1101,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
1102,Economic Sci.,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Male,False,,Incomplete,Incomplete - Male
1103,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,True,Category 3,Complete,Complete - Female
1104,Economic Sci.,UNIVERSIDAD DE SONORA,Male,False,,Incomplete,Incomplete - Male
1105,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
1106,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1107,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
1108,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
1109,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1110,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Male,True,Category 3,Complete,Complete - Male
1111,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Female,False,,Incomplete,Incomplete - Female
1112,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
1113,Engineering,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,False,,Incomplete,Incomplete - Female
1114,Health Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,True,Category 3,Complete,Complete - Female
1115,Health Sci.,SECRETARIA DE SALUD,Female,True,Category 2,Complete,Complete - Female
1116,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
1117,Engineering,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,False,,Incomplete,Incomplete - Male
1118,Health Sci.,"UNIVERSIDAD AUTONOMA DE GUADALAJARA, A.C.",Female,False,,Incomplete,Incomplete - Female
1119,Health Sci.,INSTITUTO NACIONAL DE REHABILITACION,Male,True,,Incomplete,Incomplete - Male
1120,Health Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Female,True,Category 3,Complete,Complete - Female
1121,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,False,,Incomplete,Incomplete - Female
1122,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
1123,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
1124,Health Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Female,True,Category 2,Complete,Complete - Female
1125,Health Sci.,SECRETARIA DE SALUD,Female,False,,Incomplete,Incomplete - Female
1126,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Female,True,Category 2,Complete,Complete - Female
1127,Health Sci.,UNIVERSIDAD DE COLIMA,Male,True,Category 3,Complete,Complete - Male
1128,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1129,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
1130,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
1131,Health Sci.,FUNDACION MAX PLANCK,Female,True,,Incomplete,Incomplete - Female
1132,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Male,True,Category 3,Complete,Complete - Male
1133,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,False,,Incomplete,Incomplete - Female
1134,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Male,False,,Incomplete,Incomplete - Male
1135,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
1136,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,Female,True,Category 3,Complete,Complete - Female
1137,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
1138,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
1139,Health Sci.,INSTITUTO NACIONAL DE CANCEROLOGIA,Female,False,,Incomplete,Incomplete - Female
1140,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
1141,Engineering,UNIVERSIDAD POLITECNICA DEL BICENTENARIO,Male,True,Category 3,Complete,Complete - Male
1142,Engineering,UNIVERSIDAD DEL ISTMO,Male,False,,Incomplete,Incomplete - Male
1143,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,False,,Incomplete,Incomplete - Female
1144,Economic Sci.,UNIVERSIDAD DE SONORA,Female,True,Category 3,Complete,Complete - Female
1145,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
1146,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
1147,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Female,False,,Incomplete,Incomplete - Female
1148,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
1149,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Male,True,Category 2,Complete,Complete - Male
1150,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
1151,Health Sci.,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Female,True,Category 2,Complete,Complete - Female
1152,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
1153,Engineering,UNIVERSIDAD POLITECNICA DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
1154,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
1155,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,True,Category 2,Complete,Complete - Male
1156,Engineering,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
1157,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Female,True,Category 3,Complete,Complete - Female
1158,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1159,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Male,False,,Incomplete,Incomplete - Male
1160,Economic Sci.,UNIVERSIDAD TECNOLOGICA DE TECAMAC,Male,False,,Incomplete,Incomplete - Male
1161,Health Sci.,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,True,,Incomplete,Incomplete - Female
1162,Health Sci.,INSTITUTO NACIONAL DE GERIATRIA,Female,False,,Incomplete,Incomplete - Female
1163,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
1164,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Female,False,,Incomplete,Incomplete - Female
1165,Health Sci.,UNIVERSIDAD AUTONOMA DE ZACATECAS,Male,False,,Incomplete,Incomplete - Male
1166,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
1167,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
1168,Health Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,,Incomplete,Incomplete - Female
1169,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,True,Category 3,Complete,Complete - Female
1170,Engineering,UNIVERSIDAD AUTONOMA DE ZACATECAS,Male,True,Category 3,Complete,Complete - Male
1171,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
1172,Economic Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Male,True,Category 2,Complete,Complete - Male
1173,Engineering,UNIVERSIDAD TECNOLOGICA DE SAN JUAN DEL RIO,Male,True,Category 3,Complete,Complete - Male
1174,Economic Sci.,UNIVERSIDAD AUTONOMA DE NAYARIT,Female,True,Category 3,Complete,Complete - Female
1175,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
1176,Economic Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,False,,Incomplete,Incomplete - Female
1177,Engineering,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
1178,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
1179,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
1180,Health Sci.,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Female,True,Category 3,Complete,Complete - Female
1181,Health Sci.,"UNIVERSIDAD AUTONOMA DE GUADALAJARA, A.C.",Female,True,Category 2,Complete,Complete - Female
1182,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
1183,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
1184,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
1185,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Female,False,,Incomplete,Incomplete - Female
1186,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,True,Category 2,Complete,Complete - Male
1187,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,Category 2,Complete,Complete - Female
1188,Economic Sci.,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,Male,False,,Incomplete,Incomplete - Male
1189,Economic Sci.,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,Male,False,,Incomplete,Incomplete - Male
1190,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,True,Category 2,Complete,Complete - Male
1191,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,True,Category 2,Complete,Complete - Male
1192,Economic Sci.,UNIVERSIDAD AUTONOMA DE NAYARIT,Male,False,,Incomplete,Incomplete - Male
1193,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
1194,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,,Incomplete,Incomplete - Female
1195,Engineering,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,Female,False,,Incomplete,Incomplete - Female
1196,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Male,True,Category 2,Complete,Complete - Male
1197,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,True,Category 3,Complete,Complete - Male
1198,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
1199,Health Sci.,INTERNATIONAL CENTRE FOR THEORETICAL PHYSICS,Male,False,,Incomplete,Incomplete - Male
1200,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,False,,Incomplete,Incomplete - Female
1201,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
1202,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
1203,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
1204,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
1205,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,Category 2,Complete,Complete - Female
1206,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
1207,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,Category 3,Complete,Complete - Male
1208,Health Sci.,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Male,True,Category 2,Complete,Complete - Male
1209,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
1210,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
1211,Health Sci.,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ES,Female,False,,Incomplete,Incomplete - Female
1212,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
