disciplina,afiliacion,genero,completo,categoria_afiliacion,metrica_calculada
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,f,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD INTERNACIONAL IBEROAMERICANA, A.C.",f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CHIAPAS,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ES,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD IBEROAMERICANA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE OCCIDENTE,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,m,True,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,f,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,m,True,Categoría 2,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,Categoría 2,True
INGENIERIA,COMISION FEDERAL DE ELECTRICIDAD,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE SINALOA,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,m,False,,False
INGENIERIA,UNIVERSIDAD DE SONORA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE YUCATAN,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE MONTERREY,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,"UNIVERSIDAD LA SALLE, A.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,"ASOCIACION PARA EVITAR LA CEGUERA EN MEXICO, I.A.P.",m,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE OCCIDENTE,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DEL PAPALOAPAN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,SECRETARIA DE LA DEFENSA NACIONAL,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PERINATOLOGIA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSITY OF LOUISVILLE,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD DE MONTERREY,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,"CIATEQ, CENTRO DE TECNOLOGIA AVANZADA, A.C.",m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,BANCO DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,m,True,Categoría 2,True
INGENIERIA,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,SECRETARIA DE ECONOMIA,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE REHABILITACION,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,False,,False
INGENIERIA,UNIVERSIDAD TECNOLOGICA DEL NORTE DE GUANAJUATO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,m,True,Categoría 2,True
INGENIERIA,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
INGENIERIA,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE SONORA,m,True,Categoría 3,True
INGENIERIA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,m,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,,False
CIENCIAS ECONOMICAS,COMISION REGULADORA DE ENERGIA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
INGENIERIA,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE SONORA,f,False,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,f,True,Categoría 1,True
INGENIERIA,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE COAHUILA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD TECNOLOGICA DE LA MIXTECA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE LA SIERRA SUR,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DEL CARMEN,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD DE GUANAJUATO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSITY OF CALIFORNIA IRVINE,m,False,,False
INGENIERIA,INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD POLITECNICA DE GUANAJUATO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
INGENIERIA,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,m,False,,False
INGENIERIA,UNIVERSIDAD DE SONORA,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,m,False,,False
CIENCIAS DE LA SALUD,"PROBIOMED, S.A. DE C.V.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,f,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS DE LA SALUD,"INSTITUTO CARLOS SLIM DE LA SALUD, A.C.",m,True,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE QUERETARO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE REHABILITACION,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE GUERRERO,m,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE ZACATECAS,m,True,,False
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,m,False,,False
CIENCIAS ECONOMICAS,EL COLEGIO DE SONORA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,f,True,Categoría 1,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,f,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD VERACRUZANA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD IBEROAMERICANA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD IBEROAMERICANA,f,True,Categoría 2,True
INGENIERIA,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",m,False,,False
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,m,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE COAHUILA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,f,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,"UNIVERSIDAD MARISTA DE MERIDA, A.C.",f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE QUERETARO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,True,Categoría 2,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE YUCATAN,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,True,,False
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD VERACRUZANA,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS ECONOMICAS,"EL COLEGIO DE MEXICO, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSITY OF LIVERPOOL,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,f,False,,False
